day,well_role,injection_flow,extraction_flow,ph,dissolved_oxygen,uranium_assay,synthetic_record
88,injector_1,0.981559,0.000000,6.556214,2.192688,,True
88,injector_2,1.006946,0.000000,6.564765,2.321269,2.166593,True
88,injector_3,1.078230,0.000000,6.615150,2.303835,,True
88,injector_4,1.075498,0.000000,6.730159,2.505622,,True
89,central_extraction,0.000000,4.147681,6.640476,2.214349,,True
89,injector_1,1.025606,0.000000,6.598285,2.291443,,True
89,injector_2,1.054832,0.000000,6.518246,2.271706,,True
89,injector_3,1.066593,0.000000,6.656640,2.409468,2.141685,True
89,injector_4,1.159738,0.000000,6.754405,2.516467,,True
90,central_extraction,0.000000,4.152559,6.628633,2.138873,2.167241,True
90,injector_1,1.028976,0.000000,6.593213,2.294480,2.015291,True
90,injector_2,1.003143,0.000000,6.530311,2.297769,,True
90,injector_3,1.011423,0.000000,6.650202,2.427784,,True
90,injector_4,1.119731,0.000000,6.692137,2.408052,2.237588,True
91,central_extraction,0.000000,4.122476,6.679760,2.147134,,True
91,injector_1,0.979389,0.000000,6.504940,2.224884,,True
91,injector_2,0.996513,0.000000,6.558792,2.310316,2.129013,True
91,injector_3,1.016771,0.000000,6.660325,2.406880,,True
91,injector_4,1.143850,0.000000,6.722915,2.450030,,True
92,central_extraction,0.000000,4.303908,6.623902,2.166608,,True
92,injector_1,0.993937,0.000000,6.558304,2.267448,,True
92,injector_2,1.040690,0.000000,6.535918,2.359952,,True
92,injector_3,1.122434,0.000000,6.648970,2.387428,2.142003,True
92,injector_4,1.147336,0.000000,6.708146,2.480509,,True
93,central_extraction,0.000000,4.191949,6.674906,2.202252,2.124872,True
93,injector_1,1.046315,0.000000,6.539738,2.272316,2.070700,True
93,injector_2,1.111367,0.000000,6.564415,2.361785,,True
93,injector_3,1.126852,0.000000,6.683151,2.432394,,True
93,injector_4,1.159028,0.000000,6.736467,2.459560,2.201288,True
94,central_extraction,0.000000,4.053970,6.614999,2.152923,,True
94,injector_1,0.999511,0.000000,6.564313,2.299893,,True
94,injector_2,1.018179,0.000000,6.600535,2.317959,2.058476,True
94,injector_3,1.066060,0.000000,6.580039,2.343091,,True
94,injector_4,1.125702,0.000000,6.742874,2.427734,,True
95,central_extraction,0.000000,4.285441,6.650691,2.080992,,True
95,injector_1,1.122293,0.000000,6.569723,2.294683,,True
95,injector_2,1.108670,0.000000,6.562828,2.388613,,True
95,injector_3,1.057226,0.000000,6.662963,2.431155,2.161136,True
95,injector_4,1.122693,0.000000,6.707547,2.419519,,True
96,central_extraction,0.000000,4.443648,6.633354,2.214330,2.117100,True
96,injector_1,1.191352,0.000000,6.516502,2.296080,2.100365,True
96,injector_2,1.071655,0.000000,6.528685,2.410334,,True
96,injector_3,1.147443,0.000000,6.631819,2.485968,,True
96,injector_4,1.088270,0.000000,6.752510,2.464652,2.208709,True
97,central_extraction,0.000000,4.146329,6.624345,2.273563,,True
97,injector_1,1.172121,0.000000,6.559433,2.302323,,True
97,injector_2,1.015745,0.000000,6.556357,2.392948,2.081122,True
97,injector_3,1.064740,0.000000,6.633987,2.453883,,True
97,injector_4,1.207091,0.000000,6.720405,2.473141,,True
98,central_extraction,0.000000,4.306780,6.629500,2.236413,,True
98,injector_1,1.208239,0.000000,6.561696,2.280932,,True
98,injector_2,1.049084,0.000000,6.587894,2.421387,,True
98,injector_3,1.098358,0.000000,6.697172,2.432005,2.173695,True
98,injector_4,1.240835,0.000000,6.724364,2.460151,,True
99,central_extraction,0.000000,4.384889,6.644656,2.231883,2.166557,True
99,injector_1,1.128623,0.000000,6.568810,2.332397,2.086109,True
99,injector_2,1.004208,0.000000,6.523368,2.370506,,True
99,injector_3,1.184970,0.000000,6.631577,2.497637,,True
99,injector_4,1.194651,0.000000,6.777516,2.427106,2.212684,True
100,central_extraction,0.000000,4.345253,6.618400,2.223510,,True
100,injector_1,1.180432,0.000000,6.547467,2.325035,,True
100,injector_2,1.104262,0.000000,6.620278,2.433409,,True
100,injector_3,1.178057,0.000000,6.708812,2.474942,,True
100,injector_4,1.153257,0.000000,6.736006,2.474595,,True
101,central_extraction,0.000000,4.552597,6.604667,2.289201,,True
101,injector_1,1.152415,0.000000,6.547663,2.295535,,True
101,injector_2,1.056532,0.000000,6.584884,2.472759,,True
101,injector_3,1.117712,0.000000,6.673423,2.419838,2.121763,True
101,injector_4,1.152183,0.000000,6.744660,2.458164,,True
102,central_extraction,0.000000,4.560847,6.598904,2.224149,,True
102,injector_1,1.120454,0.000000,6.547785,2.436565,2.041041,True
102,injector_2,1.080207,0.000000,6.614812,2.424356,,True
102,injector_3,1.143219,0.000000,6.658933,2.380368,,True
102,injector_4,1.228380,0.000000,6.699199,2.444941,2.194696,True
103,central_extraction,0.000000,4.544046,6.578870,2.328692,,True
103,injector_1,1.156211,0.000000,6.531541,2.351485,,True
103,injector_2,1.139051,0.000000,6.609340,2.417218,2.006639,True
103,injector_3,1.145849,0.000000,6.688740,2.462317,,True
103,injector_4,1.226885,0.000000,6.735433,2.477493,,True
104,central_extraction,0.000000,4.353543,6.611732,2.302606,,True
104,injector_1,1.160073,0.000000,6.527700,2.317414,,True
104,injector_2,1.208482,0.000000,6.586887,2.451625,,True
104,injector_3,1.141530,0.000000,6.696583,2.464062,2.113526,True
104,injector_4,1.183450,0.000000,6.739900,2.442131,,True
105,central_extraction,0.000000,4.473651,6.587380,2.274672,2.073604,True
105,injector_1,1.199074,0.000000,6.541225,2.385321,2.050318,True
105,injector_2,1.235556,0.000000,6.564363,2.415830,,True
105,injector_3,1.133433,0.000000,6.698643,2.451948,,True
105,injector_4,1.204891,0.000000,6.723532,2.475478,2.099083,True
106,central_extraction,0.000000,4.624229,6.624329,2.349705,,True
106,injector_1,1.175090,0.000000,6.541897,2.355825,,True
106,injector_2,1.320078,0.000000,6.557535,2.463421,2.119339,True
106,injector_3,1.215596,0.000000,6.653859,2.464315,,True
106,injector_4,1.197168,0.000000,6.769003,2.422470,,True
107,central_extraction,0.000000,4.602951,6.599857,2.302178,,True
107,injector_1,1.247484,0.000000,6.575418,2.433157,,True
107,injector_2,1.266517,0.000000,6.595408,2.470820,,True
107,injector_3,1.187077,0.000000,6.724386,2.441437,2.137961,True
107,injector_4,1.209750,0.000000,6.785445,2.405800,,True
108,central_extraction,0.000000,4.732652,6.551886,2.382145,2.078984,True
108,injector_1,1.231588,0.000000,6.545328,2.420281,2.046703,True
108,injector_2,1.198503,0.000000,6.620931,2.442991,,True
108,injector_3,1.148610,0.000000,6.702651,2.366068,,True
108,injector_4,1.230340,0.000000,6.751234,2.438239,2.105986,True
109,central_extraction,0.000000,4.933037,6.624268,2.390877,,True
109,injector_1,1.252552,0.000000,6.513651,2.411261,,True
109,injector_2,1.247613,0.000000,6.606998,2.394451,2.057750,True
109,injector_3,1.224875,0.000000,6.703618,2.477749,,True
109,injector_4,1.201617,0.000000,6.710026,2.470271,,True
110,central_extraction,0.000000,4.821323,6.610420,2.356613,,True
110,injector_1,1.237335,0.000000,6.521861,2.377701,,True
110,injector_2,1.302193,0.000000,6.590457,2.438845,,True
110,injector_3,1.231502,0.000000,6.711233,2.389635,2.138763,True
110,injector_4,1.258480,0.000000,6.740480,2.405664,,True
111,central_extraction,0.000000,4.635776,6.596765,2.337985,2.110023,True
111,injector_1,1.230051,0.000000,6.573029,2.348730,1.964656,True
111,injector_2,1.269026,0.000000,6.619067,2.480732,,True
111,injector_3,1.234756,0.000000,6.658705,2.454501,,True
111,injector_4,1.297850,0.000000,6.707961,2.389199,2.082486,True
112,central_extraction,0.000000,4.818699,6.545830,2.417161,,True
112,injector_1,1.263609,0.000000,6.589882,2.402934,,True
112,injector_2,1.283996,0.000000,6.605361,2.380398,1.941093,True
112,injector_3,1.225475,0.000000,6.722701,2.378600,,True
112,injector_4,1.251105,0.000000,6.756517,2.388459,,True
113,central_extraction,0.000000,4.871878,6.564411,2.297662,,True
113,injector_1,1.249946,0.000000,6.548986,2.457002,,True
113,injector_2,1.340641,0.000000,6.611641,2.478894,,True
113,injector_3,1.327952,0.000000,6.734687,2.504682,1.963820,True
113,injector_4,1.240781,0.000000,6.751662,2.427714,,True
114,central_extraction,0.000000,4.879148,6.578813,2.340804,2.032630,True
114,injector_1,1.311476,0.000000,6.600507,2.417531,1.928621,True
114,injector_2,1.327291,0.000000,6.646009,2.473681,,True
114,injector_3,1.284513,0.000000,6.699983,2.398623,,True
114,injector_4,1.253109,0.000000,6.750271,2.391910,1.930230,True
115,central_extraction,0.000000,4.943858,6.576500,2.338882,,True
115,injector_1,1.160717,0.000000,6.569623,2.414420,,True
115,injector_2,1.240391,0.000000,6.626477,2.436023,1.958909,True
115,injector_3,1.414733,0.000000,6.691444,2.411457,,True
115,injector_4,1.262702,0.000000,6.734651,2.428003,,True
116,central_extraction,0.000000,5.114297,6.596479,2.337049,,True
116,injector_1,1.246155,0.000000,6.578912,2.380753,,True
116,injector_2,1.337899,0.000000,6.610682,2.472174,,True
116,injector_3,1.336572,0.000000,6.679153,2.445061,,True
116,injector_4,1.278596,0.000000,6.764865,2.433144,,True
117,central_extraction,0.000000,5.014878,6.565585,2.483639,1.976614,True
117,injector_1,1.351092,0.000000,6.576493,2.436062,1.918879,True
117,injector_2,1.331072,0.000000,6.623631,2.407962,,True
117,injector_3,1.400921,0.000000,6.723466,2.398999,,True
117,injector_4,1.379928,0.000000,6.735119,2.321285,2.019344,True
118,central_extraction,0.000000,4.894889,6.588368,2.397875,,True
118,injector_1,1.383178,0.000000,6.546061,2.410881,,True
118,injector_2,1.392599,0.000000,6.627888,2.333581,2.012121,True
118,injector_3,1.373725,0.000000,6.719758,2.390614,,True
118,injector_4,1.281825,0.000000,6.761324,2.385907,,True
119,central_extraction,0.000000,5.140160,6.530604,2.375975,,True
119,injector_1,1.319357,0.000000,6.547234,2.472966,,True
119,injector_2,1.296591,0.000000,6.598770,2.561509,,True
119,injector_3,1.408497,0.000000,6.756793,2.423836,1.845837,True
119,injector_4,1.337474,0.000000,6.744046,2.362550,,True
120,central_extraction,0.000000,5.472182,6.567133,2.434606,1.920527,True
120,injector_1,1.368003,0.000000,6.520254,2.374728,1.889686,True
120,injector_2,1.367425,0.000000,6.630092,2.434207,,True
120,injector_3,1.369230,0.000000,6.728989,2.415081,,True
120,injector_4,1.288492,0.000000,6.750626,2.343428,1.894208,True
121,central_extraction,0.000000,5.267938,6.512719,2.342895,,True
121,injector_1,1.353700,0.000000,6.554126,2.450069,,True
121,injector_2,1.366402,0.000000,6.660374,2.470652,1.894199,True
121,injector_3,1.389616,0.000000,6.704647,2.378838,,True
121,injector_4,1.295941,0.000000,6.735850,2.333025,,True
122,central_extraction,0.000000,5.299719,6.544403,2.442800,,True
122,injector_1,1.394199,0.000000,6.537898,2.496946,,True
122,injector_2,1.429898,0.000000,6.647791,2.390127,,True
122,injector_3,1.391347,0.000000,6.710317,2.318239,1.875591,True
122,injector_4,1.354522,0.000000,6.723845,2.311415,,True
123,central_extraction,0.000000,5.260687,6.575781,2.440364,1.926543,True
123,injector_1,1.377875,0.000000,6.593014,2.515452,1.889887,True
123,injector_2,1.357611,0.000000,6.688307,2.418322,,True
123,injector_3,1.424005,0.000000,6.701237,2.412650,,True
123,injector_4,1.461929,0.000000,6.705910,2.341410,1.880995,True
124,central_extraction,0.000000,5.208107,6.578768,2.392409,,True
124,injector_1,1.363073,0.000000,6.567795,2.465444,,True
124,injector_2,1.334241,0.000000,6.672906,2.451189,1.947581,True
124,injector_3,1.343991,0.000000,6.752488,2.401064,,True
124,injector_4,1.473815,0.000000,6.758411,2.339953,,True
125,central_extraction,0.000000,5.344799,6.547235,2.418185,,True
125,injector_1,1.349789,0.000000,6.517164,2.419634,,True
125,injector_2,1.389929,0.000000,6.666799,2.446542,,True
125,injector_3,1.395873,0.000000,6.751753,2.328963,1.921022,True
125,injector_4,1.463128,0.000000,6.719223,2.363583,,True
126,central_extraction,0.000000,5.427463,6.540822,2.445995,1.873001,True
126,injector_1,1.294963,0.000000,6.539247,2.457278,1.954541,True
126,injector_2,1.380965,0.000000,6.657438,2.396672,,True
126,injector_3,1.409007,0.000000,6.703267,2.386461,,True
126,injector_4,1.437135,0.000000,6.759232,2.280897,1.772147,True
127,central_extraction,0.000000,5.343149,6.544561,2.480119,,True
127,injector_1,1.378373,0.000000,6.559389,2.409054,,True
127,injector_2,1.385103,0.000000,6.659878,2.482608,1.870216,True
127,injector_3,1.345634,0.000000,6.752951,2.341569,,True
127,injector_4,1.405940,0.000000,6.755690,2.345918,,True
128,central_extraction,0.000000,5.359090,6.574171,2.505870,,True
128,injector_1,1.386403,0.000000,6.546771,2.418666,,True
128,injector_2,1.366568,0.000000,6.667310,2.470776,,True
128,injector_3,1.481965,0.000000,6.728162,2.388900,1.890057,True
128,injector_4,1.439211,0.000000,6.793878,2.299985,,True
129,central_extraction,0.000000,5.392458,6.549760,2.489923,1.847018,True
129,injector_1,1.383583,0.000000,6.545576,2.445039,1.889558,True
129,injector_2,1.439912,0.000000,6.677899,2.353862,,True
129,injector_3,1.417350,0.000000,6.742585,2.363246,,True
129,injector_4,1.493879,0.000000,6.745730,2.279652,1.873225,True
130,central_extraction,0.000000,5.357920,6.522061,2.466828,,True
130,injector_1,1.411419,0.000000,6.589916,2.429599,,True
130,injector_2,1.434184,0.000000,6.668074,2.403414,2.002738,True
130,injector_3,1.406575,0.000000,6.690527,2.264770,,True
130,injector_4,1.434854,0.000000,6.721818,2.246297,,True
131,central_extraction,0.000000,5.555639,6.553014,2.499230,,True
131,injector_1,1.365136,0.000000,6.560547,2.488469,,True
131,injector_2,1.406692,0.000000,6.643110,2.438713,,True
131,injector_3,1.343517,0.000000,6.776028,2.348812,1.906379,True
131,injector_4,1.482108,0.000000,6.761161,2.195581,,True
132,central_extraction,0.000000,5.541764,6.552626,2.419839,1.835387,True
132,injector_1,1.416007,0.000000,6.602260,2.500244,1.943021,True
132,injector_2,1.403507,0.000000,6.694609,2.366733,,True
132,injector_3,1.407714,0.000000,6.753948,2.285499,,True
132,injector_4,1.434276,0.000000,6.746501,2.250558,,True
133,central_extraction,0.000000,5.465874,6.554602,2.385638,,True
133,injector_1,1.437449,0.000000,6.659964,2.414985,,True
133,injector_2,1.346175,0.000000,6.679204,2.388628,1.954559,True
133,injector_3,1.400275,0.000000,6.726490,2.305039,,True
133,injector_4,1.414810,0.000000,6.718159,2.256393,,True
134,central_extraction,0.000000,5.388038,6.528081,2.432503,,True
134,injector_1,1.377607,0.000000,6.672456,2.455937,,True
134,injector_2,1.429062,0.000000,6.641578,2.334174,,True
134,injector_3,1.450126,0.000000,6.772369,2.300147,1.835143,True
134,injector_4,1.426840,0.000000,6.740087,2.264294,,True
135,central_extraction,0.000000,5.556254,6.563995,2.428504,1.795547,True
135,injector_1,1.449225,0.000000,6.579885,2.430739,,True
135,injector_2,1.423489,0.000000,6.679196,2.338603,,True
135,injector_3,1.434775,0.000000,6.756641,2.301960,,True
135,injector_4,1.399661,0.000000,6.707838,2.237697,1.800901,True
136,central_extraction,0.000000,5.498874,6.520071,2.445117,,True
136,injector_1,1.389918,0.000000,6.564727,2.425993,,True
136,injector_2,1.438050,0.000000,6.688301,2.361172,1.865128,True
136,injector_3,1.465241,0.000000,6.745328,2.335060,,True
136,injector_4,1.476984,0.000000,6.721880,2.206325,,True
137,central_extraction,0.000000,5.625463,6.571651,2.436081,,True
137,injector_1,1.391881,0.000000,6.662950,2.417979,,True
137,injector_2,1.457699,0.000000,6.685904,2.441655,,True
137,injector_3,1.376562,0.000000,6.751583,2.330568,1.767951,True
137,injector_4,1.450719,0.000000,6.721565,2.218023,,True
138,central_extraction,0.000000,5.446768,6.570242,2.543854,1.676561,True
138,injector_1,1.443435,0.000000,6.601574,2.478948,1.721468,True
138,injector_2,1.377339,0.000000,6.706265,2.345502,,True
138,injector_3,1.360290,0.000000,6.780020,2.178768,,True
138,injector_4,1.394687,0.000000,6.713254,2.179532,1.692494,True
139,central_extraction,0.000000,5.596053,6.529964,2.365990,,True
139,injector_1,1.439131,0.000000,6.599487,2.361746,,True
139,injector_2,1.403938,0.000000,6.691666,2.336445,1.752089,True
139,injector_3,1.426315,0.000000,6.788351,2.197544,,True
139,injector_4,1.446190,0.000000,6.705276,2.190810,,True
140,central_extraction,0.000000,5.572235,6.557397,2.341155,,True
140,injector_1,1.448691,0.000000,6.558330,2.363350,,True
140,injector_2,1.420541,0.000000,6.720221,2.347995,,True
140,injector_3,1.378485,0.000000,6.740697,2.232441,1.722727,True
140,injector_4,1.412778,0.000000,6.720389,2.164683,,True
141,central_extraction,0.000000,5.407500,6.536617,2.482297,1.617409,True
141,injector_1,1.406337,0.000000,6.609719,2.362144,1.701550,True
141,injector_2,1.388169,0.000000,6.705821,2.245647,,True
141,injector_3,1.386336,0.000000,6.726373,2.260162,,True
141,injector_4,1.387484,0.000000,6.717647,2.153025,1.709371,True
142,central_extraction,0.000000,5.504124,6.561100,2.456294,,True
142,injector_1,1.420572,0.000000,6.625728,2.352312,,True
142,injector_2,1.428834,0.000000,6.743177,2.302684,1.661774,True
142,injector_3,1.400950,0.000000,6.777497,2.200859,,True
142,injector_4,1.368075,0.000000,6.641440,2.111462,,True
143,central_extraction,0.000000,5.459505,6.547231,2.447260,,True
143,injector_1,1.469841,0.000000,6.596592,2.401654,,True
143,injector_2,1.370025,0.000000,6.721089,2.284648,,True
143,injector_3,1.428474,0.000000,6.749501,2.310756,1.635654,True
143,injector_4,1.409465,0.000000,6.693140,2.162852,,True
144,central_extraction,0.000000,5.391942,6.591395,2.398042,1.536818,True
144,injector_1,1.454577,0.000000,6.607571,2.292081,1.531417,True
144,injector_2,1.410615,0.000000,6.698861,2.297484,,True
144,injector_3,1.394370,0.000000,6.770071,2.225579,,True
144,injector_4,1.483621,0.000000,6.658119,2.158011,1.517243,True
145,central_extraction,0.000000,5.322556,6.509780,2.378931,,True
145,injector_1,1.377065,0.000000,6.630860,2.281421,,True
145,injector_2,1.399032,0.000000,6.696575,2.235276,1.637410,True
145,injector_3,1.364283,0.000000,6.712790,2.210220,,True
145,injector_4,1.381686,0.000000,6.701658,2.148486,,True
146,central_extraction,0.000000,5.626672,6.575127,2.372362,,True
146,injector_1,1.449336,0.000000,6.605581,2.350928,,True
146,injector_2,1.444650,0.000000,6.696141,2.277309,,True
146,injector_3,1.450927,0.000000,6.727856,2.134489,1.640005,True
146,injector_4,1.427682,0.000000,6.676630,2.067135,,True
147,central_extraction,0.000000,5.520175,6.537572,2.420833,1.559380,True
147,injector_1,1.440042,0.000000,6.598110,2.306527,1.623433,True
147,injector_2,1.415842,0.000000,6.717296,2.320658,,True
147,injector_3,1.371643,0.000000,6.780171,2.208166,,True
147,injector_4,1.432755,0.000000,6.712264,2.121590,1.530714,True
148,central_extraction,0.000000,5.359125,6.573648,2.347504,,True
148,injector_1,1.380950,0.000000,6.592653,2.347065,,True
148,injector_2,1.410714,0.000000,6.700379,2.248326,1.602243,True
148,injector_3,1.390327,0.000000,6.708493,2.184632,,True
148,injector_4,1.384653,0.000000,6.699529,2.094872,,True
149,central_extraction,0.000000,5.703560,6.549753,2.386620,,True
149,injector_1,1.433392,0.000000,6.635013,2.290770,,True
149,injector_2,1.384744,0.000000,6.672105,2.245248,,True
149,injector_3,1.392600,0.000000,6.735758,2.179841,1.556537,True
149,injector_4,1.444525,0.000000,6.677583,2.108391,,True
150,central_extraction,0.000000,5.442819,6.531423,2.377753,1.622950,True
150,injector_1,1.415096,0.000000,6.688023,2.317150,1.627586,True
150,injector_2,1.441078,0.000000,6.714319,2.235389,,True
150,injector_3,1.438727,0.000000,6.795605,2.127560,,True
150,injector_4,1.348439,0.000000,6.660885,2.125505,1.457307,True
151,central_extraction,0.000000,5.400812,6.558545,2.406395,,True
151,injector_1,1.397743,0.000000,6.592854,2.284364,,True
151,injector_2,1.360523,0.000000,6.721094,2.220694,,True
151,injector_3,1.385032,0.000000,6.757030,2.140465,,True
151,injector_4,1.361175,0.000000,6.664375,2.086806,,True
152,central_extraction,0.000000,5.540330,6.575528,2.408582,,True
152,injector_1,1.392669,0.000000,6.625300,2.247937,,True
152,injector_2,1.421003,0.000000,6.733793,2.202927,,True
152,injector_3,1.389238,0.000000,6.738891,2.218649,1.599308,True
152,injector_4,1.357713,0.000000,6.718947,2.076690,,True
153,central_extraction,0.000000,5.484244,6.536471,2.320759,,True
153,injector_1,1.386782,0.000000,6.665528,2.287141,1.500752,True
153,injector_2,1.404030,0.000000,6.758167,2.172630,,True
153,injector_3,1.370565,0.000000,6.707908,2.170747,,True
153,injector_4,1.390866,0.000000,6.673995,2.096960,1.403130,True
154,central_extraction,0.000000,5.352245,6.572895,2.303970,,True
154,injector_1,1.382719,0.000000,6.636288,2.341193,,True
154,injector_2,1.436845,0.000000,6.735766,2.211689,1.533187,True
154,injector_3,1.370699,0.000000,6.752279,2.116819,,True
154,injector_4,1.383404,0.000000,6.621268,2.048292,,True
155,central_extraction,0.000000,5.436214,6.615410,2.383962,,True
155,injector_1,1.403093,0.000000,6.635508,2.284102,,True
155,injector_2,1.441237,0.000000,6.727252,2.191221,,True
155,injector_3,1.423874,0.000000,6.747359,2.099266,1.576795,True
155,injector_4,1.350436,0.000000,6.638043,2.114850,,True
156,central_extraction,0.000000,5.480777,6.561732,2.316051,1.467020,True
156,injector_1,1.393622,0.000000,6.689048,2.303233,1.511525,True
156,injector_2,1.365818,0.000000,6.699287,2.213171,,True
156,injector_3,1.431467,0.000000,6.702816,2.022556,,True
156,injector_4,1.335497,0.000000,6.644915,2.074614,1.464182,True
157,central_extraction,0.000000,5.450133,6.582934,2.332991,,True
157,injector_1,1.367285,0.000000,6.686200,2.215881,,True
157,injector_2,1.347918,0.000000,6.694537,2.141309,1.534728,True
157,injector_3,1.360488,0.000000,6.747658,2.121266,,True
157,injector_4,1.335360,0.000000,6.639155,2.085278,,True
158,central_extraction,0.000000,5.496617,6.520174,2.302284,,True
158,injector_1,1.368876,0.000000,6.673961,2.275515,,True
158,injector_2,1.390779,0.000000,6.760325,2.113847,,True
158,injector_3,1.317736,0.000000,6.784491,2.078878,1.424338,True
158,injector_4,1.315751,0.000000,6.686358,2.050764,,True
159,central_extraction,0.000000,5.331671,6.591513,2.296430,1.476315,True
159,injector_1,1.254883,0.000000,6.713379,2.221894,1.552408,True
159,injector_2,1.331422,0.000000,6.734412,2.166491,,True
159,injector_3,1.370150,0.000000,6.693240,2.060235,,True
159,injector_4,1.310370,0.000000,6.666832,2.043306,1.360069,True
160,central_extraction,0.000000,5.277878,6.593378,2.305513,,True
160,injector_1,1.395950,0.000000,6.691729,2.248087,,True
160,injector_2,1.395726,0.000000,6.779640,2.195762,1.416850,True
160,injector_3,1.369452,0.000000,6.732949,2.014546,,True
160,injector_4,1.317564,0.000000,6.632669,2.097124,,True
161,central_extraction,0.000000,5.281571,6.521561,2.241038,,True
161,injector_1,1.355079,0.000000,6.700853,2.223796,,True
161,injector_2,1.379195,0.000000,6.708576,2.117840,,True
161,injector_3,1.378545,0.000000,6.733020,2.027063,1.392407,True
161,injector_4,1.336799,0.000000,6.653743,2.084538,,True
162,central_extraction,0.000000,5.144569,6.587658,2.218809,1.424427,True
162,injector_1,1.314390,0.000000,6.665323,2.175539,1.492701,True
162,injector_2,1.376010,0.000000,6.719513,2.110513,,True
162,injector_3,1.403933,0.000000,6.713112,2.080243,,True
162,injector_4,1.269543,0.000000,6.626034,2.099156,1.441825,True
163,central_extraction,0.000000,5.312524,6.592837,2.257383,,True
163,injector_1,1.354216,0.000000,6.658293,2.225285,,True
163,injector_2,1.313150,0.000000,6.750382,2.026886,1.499702,True
163,injector_3,1.293971,0.000000,6.690005,2.028250,,True
163,injector_4,1.295834,0.000000,6.588254,2.071007,,True
164,central_extraction,0.000000,5.270309,6.598436,2.293205,,True
164,injector_1,1.263664,0.000000,6.669749,2.210818,,True
164,injector_2,1.308520,0.000000,6.772244,2.120510,,True
164,injector_3,1.334498,0.000000,6.693399,2.101521,1.429352,True
164,injector_4,1.303844,0.000000,6.628748,2.006173,,True
165,central_extraction,0.000000,5.210808,6.550479,2.320398,1.430432,True
165,injector_1,1.289936,0.000000,6.693863,2.154542,1.430194,True
165,injector_2,1.315751,0.000000,6.742792,2.086570,,True
165,injector_3,1.319976,0.000000,6.748088,2.004449,,True
165,injector_4,1.243080,0.000000,6.611172,2.018426,1.421806,True
166,central_extraction,0.000000,5.136296,6.625228,2.276363,,True
166,injector_1,1.295297,0.000000,6.721413,2.069649,,True
166,injector_2,1.353370,0.000000,6.737759,2.062361,1.478137,True
166,injector_3,1.340629,0.000000,6.719905,2.020533,,True
166,injector_4,1.266161,0.000000,6.618512,2.062143,,True
167,central_extraction,0.000000,5.164143,6.620083,2.226689,,True
167,injector_1,1.308368,0.000000,6.735339,2.178162,,True
167,injector_2,1.308545,0.000000,6.735494,2.160637,,True
167,injector_3,1.300786,0.000000,6.704955,2.141920,,True
167,injector_4,1.301731,0.000000,6.572847,2.045966,,True
168,central_extraction,0.000000,5.143844,6.615032,2.238927,1.476125,True
168,injector_1,1.315811,0.000000,6.694147,2.150430,1.463960,True
168,injector_2,1.334219,0.000000,6.797624,2.058830,,True
168,injector_3,1.251886,0.000000,6.716713,2.086735,,True
168,injector_4,1.321020,0.000000,6.641355,2.017290,1.405499,True
169,central_extraction,0.000000,5.165251,6.546957,2.218030,,True
169,injector_1,1.291636,0.000000,6.739454,2.094336,,True
169,injector_2,1.280804,0.000000,6.740230,2.172266,1.368384,True
169,injector_3,1.250117,0.000000,6.695132,2.060444,,True
169,injector_4,1.253482,0.000000,6.602521,2.070281,,True
170,central_extraction,0.000000,5.176202,6.605884,2.252103,,True
170,injector_1,1.234015,0.000000,6.692792,2.145153,,True
170,injector_2,1.318647,0.000000,6.730210,2.027703,,True
170,injector_3,1.270272,0.000000,6.711288,2.033541,1.371167,True
170,injector_4,1.245586,0.000000,6.622665,2.118285,,True
171,central_extraction,0.000000,5.099473,6.598865,2.228337,1.479160,True
171,injector_1,1.227633,0.000000,6.759569,2.109626,1.511783,True
171,injector_2,1.274408,0.000000,6.771331,2.035819,,True
171,injector_3,1.293959,0.000000,6.704821,2.052741,,True
171,injector_4,1.202419,0.000000,6.605872,2.037934,1.338110,True
172,central_extraction,0.000000,4.985797,6.645265,2.197965,,True
172,injector_1,1.242615,0.000000,6.752674,2.179054,,True
172,injector_2,1.310975,0.000000,6.765242,2.042485,1.391592,True
172,injector_3,1.313679,0.000000,6.703293,1.959187,,True
172,injector_4,1.213315,0.000000,6.612528,2.035536,,True
173,central_extraction,0.000000,4.876952,6.633960,2.157769,,True
173,injector_1,1.266544,0.000000,6.675090,2.150193,,True
173,injector_2,1.277317,0.000000,6.775708,2.067072,,True
173,injector_3,1.225550,0.000000,6.692913,2.031371,1.321848,True
173,injector_4,1.269656,0.000000,6.619190,2.073904,,True
174,central_extraction,0.000000,4.877247,6.620516,2.138185,1.306996,True
174,injector_1,1.284866,0.000000,6.729410,2.099736,1.416318,True
174,injector_2,1.219799,0.000000,6.756795,2.041862,,True
174,injector_3,1.249435,0.000000,6.658036,2.076714,,True
174,injector_4,1.226861,0.000000,6.566964,2.071655,1.383485,True
175,central_extraction,0.000000,4.961388,6.623006,2.133376,,True
175,injector_1,1.152130,0.000000,6.727099,2.125350,,True
175,injector_2,1.277178,0.000000,6.758436,2.039335,1.429804,True
175,injector_3,1.232166,0.000000,6.651412,2.078538,,True
175,injector_4,1.224647,0.000000,6.597072,2.043156,,True
176,central_extraction,0.000000,4.919342,6.621799,2.017301,,True
176,injector_1,1.205258,0.000000,6.689839,2.055986,,True
176,injector_2,1.201039,0.000000,6.762342,2.051374,,True
176,injector_3,1.278921,0.000000,6.675097,2.065581,1.322546,True
